id,name,type,latitude,longitude,date,hour,timestamp,temperature,salinity,ph,dis_oxy,enterococcus,status
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2017-05-11,9:51:00,2017-05-11 9:51,18,32.5,6.63,6.8,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2017-05-11,10:15:00,2017-05-11 10:15,17.5,33,6.63,6.8,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-05-11,10:40:00,2017-05-11 10:40,17.5,33.5,6.63,6.8,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2017-05-11,7:10:00,2017-05-11 7:10,17.5,33,6.63,6.8,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2017-05-11,7:23:00,2017-05-11 7:23,17.5,32.5,6.63,6.8,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2017-05-11,8:23:00,2017-05-11 8:23,17.5,33,6.63,6.8,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2017-05-11,8:42:00,2017-05-11 8:42,17.5,33,6.63,6.8,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2017-05-11,9:04:00,2017-05-11 9:04,17.5,33,6.63,6.8,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-05-18,9:32:00,2017-05-18 9:32,17.5,32,6.63,6.8,10112,0
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-05-18,7:52:00,2017-05-18 7:52,25,33,6.63,6.8,204,0
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2017-05-18,9:17:00,2017-05-18 9:17,17.5,33,6.63,6.8,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2017-05-18,9:41:00,2017-05-18 9:41,17.5,33,6.63,6.8,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2017-05-18,9:53:00,2017-05-18 9:53,17.5,33,6.63,6.8,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2017-05-18,10:18:00,2017-05-18 10:18,17.5,33,6.63,6.8,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2017-05-18,7:29:00,2017-05-18 7:29,23.5,31,6.63,6.8,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2017-05-18,8:06:00,2017-05-18 8:06,22.5,32,6.63,6.8,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-05-18,10:47:00,2017-05-18 10:47,17.5,33,6.63,6.8,10112,0
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2017-05-18,8:33:00,2017-05-18 8:33,23,32,6.63,6.8,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2017-05-18,7:16:00,2017-05-18 7:16,24,32,6.63,6.8,10112,0
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2017-05-18,9:13:00,2017-05-18 9:13,24,33,6.63,6.8,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-05-21,8:20:00,2017-05-21 8:20,18,33,6.63,6.8,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-05-21,7:26:00,2017-05-21 7:26,18,32,6.63,6.8,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-05-21,8:45:00,2017-05-21 8:45,18,33,6.63,6.8,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2017-05-21,7:10:00,2017-05-21 7:10,18,32.5,6.63,6.8,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-05-25,10:30:00,2017-05-25 10:30,21,32,6.63,6.8,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-05-25,8:56:00,2017-05-25 8:56,24,31,6.63,6.8,94,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2017-05-25,10:22:00,2017-05-25 10:22,22,33,6.63,6.8,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2017-05-25,10:42:00,2017-05-25 10:42,22,31,6.63,6.8,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2017-05-25,10:52:00,2017-05-25 10:52,22,31,6.63,6.8,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2017-05-25,11:08:00,2017-05-25 11:08,22,32.5,6.63,6.8,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-05-25,11:23:00,2017-05-25 11:23,22,32,6.63,6.8,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2017-05-25,8:13:00,2017-05-25 8:13,21,32,6.63,6.8,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2017-05-25,8:26:00,2017-05-25 8:26,19,30,6.63,6.8,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2017-05-25,9:19:00,2017-05-25 9:19,22,32,6.63,6.8,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2017-05-25,9:49:00,2017-05-25 9:49,22,31,6.63,6.8,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2017-05-25,10:07:00,2017-05-25 10:07,21,32,6.63,6.8,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-05-29,10:22:00,2017-05-29 10:22,24,32,6.63,6.8,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-05-29,8:31:00,2017-05-29 8:31,26,32,6.63,6.8,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-05-29,10:48:00,2017-05-29 10:48,23.5,31,6.63,6.8,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2017-05-29,7:55:00,2017-05-29 7:55,23,32.5,6.63,6.8,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-06-01,11:12:00,2017-06-01 11:12,23,31,6.7,6.9,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-06-01,9:22:00,2017-06-01 9:22,22,32.5,6.7,6.9,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2017-06-01,10:55:00,2017-06-01 10:55,22,32,6.7,6.9,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2017-06-01,11:22:00,2017-06-01 11:22,23,32,6.7,6.9,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2017-06-01,11:33:00,2017-06-01 11:33,22,32.5,6.7,6.9,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2017-06-01,11:45:00,2017-06-01 11:45,23,32.5,6.7,6.9,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-06-01,12:10:00,2017-06-01 12:10,22,33,6.7,6.9,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2017-06-01,8:40:00,2017-06-01 8:40,22,33,6.7,6.9,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2017-06-01,9:10:00,2017-06-01 9:10,22,32,6.7,6.9,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2017-06-01,9:43:00,2017-06-01 9:43,23,32,6.7,6.9,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2017-06-01,10:16:00,2017-06-01 10:16,22,33,6.7,6.9,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2017-06-01,10:35:00,2017-06-01 10:35,22,32,6.7,6.9,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-06-08,9:23:00,2017-06-08 9:23,23,33,6.7,6.9,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-06-08,7:45:00,2017-06-08 7:45,20.5,32,6.7,6.9,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2017-06-08,9:11:00,2017-06-08 9:11,23,32,6.7,6.9,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2017-06-08,9:31:00,2017-06-08 9:31,23,32.5,6.7,6.9,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2017-06-08,9:39:00,2017-06-08 9:39,23,32,6.7,6.9,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2017-06-08,9:58:00,2017-06-08 9:58,23.5,32,6.7,6.9,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-06-08,10:17:00,2017-06-08 10:17,19.5,31,6.7,6.9,24,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2017-06-08,6:45:00,2017-06-08 6:45,21,33,6.7,6.9,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2017-06-08,7:10:00,2017-06-08 7:10,21,32.5,6.7,6.9,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2017-06-08,8:02:00,2017-06-08 8:02,21,32,6.7,6.9,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2017-06-08,8:18:00,2017-06-08 8:18,21,33,6.7,6.9,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2017-06-08,8:59:00,2017-06-08 8:59,22.5,33,6.7,6.9,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-06-15,9:38:00,2017-06-15 9:38,25,31,6.7,6.9,4569,0
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-06-15,8:00:00,2017-06-15 8:00,25,32,6.7,6.9,10112,0
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2017-06-15,9:35:00,2017-06-15 9:35,24,31,6.7,6.9,10112,0
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2017-06-15,9:48:00,2017-06-15 9:48,26,32,6.7,6.9,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2017-06-15,9:55:00,2017-06-15 9:55,24,34,6.7,6.9,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2017-06-15,10:15:00,2017-06-15 10:15,25,33,6.7,6.9,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-06-15,10:32:00,2017-06-15 10:32,25,32.5,6.7,6.9,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2017-06-15,7:16:00,2017-06-15 7:16,23.5,32.5,6.7,6.9,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2017-06-15,7:29:00,2017-06-15 7:29,23.5,32,6.7,6.9,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2017-06-15,8:20:00,2017-06-15 8:20,24,32.5,6.7,6.9,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2017-06-15,8:40:00,2017-06-15 8:40,24,32,6.7,6.9,636,0
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2017-06-15,9:10:00,2017-06-15 9:10,24,32.5,6.7,6.9,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-06-19,9:44:00,2017-06-19 9:44,25,33,6.7,6.9,10112,0
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-06-19,7:44:00,2017-06-19 7:44,25.5,32,6.7,6.9,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2017-06-19,9:23:00,2017-06-19 9:23,25,32,6.7,6.9,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2017-06-19,8:13:00,2017-06-19 8:13,25,32.5,6.7,6.9,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2017-06-19,9:08:00,2017-06-19 9:08,25,32,6.7,6.9,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-06-22,9:50:00,2017-06-22 9:50,24,32,6.7,6.9,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-06-22,8:26:00,2017-06-22 8:26,24,32.5,6.7,6.9,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2017-06-22,9:36:00,2017-06-22 9:36,24.5,32,6.7,6.9,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2017-06-22,9:54:00,2017-06-22 9:54,25,33,6.7,6.9,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2017-06-22,9:58:00,2017-06-22 9:58,25,32.5,6.7,6.9,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2017-06-22,10:20:00,2017-06-22 10:20,25,32.5,6.7,6.9,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-06-22,10:46:00,2017-06-22 10:46,25,32.5,6.7,6.9,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2017-06-22,7:47:00,2017-06-22 7:47,24,33,6.7,6.9,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2017-06-22,8:01:00,2017-06-22 8:01,24,33,6.7,6.9,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2017-06-22,8:45:00,2017-06-22 8:45,24,33,6.7,6.9,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2017-06-22,9:10:00,2017-06-22 9:10,24.5,33,6.7,6.9,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2017-06-22,9:22:00,2017-06-22 9:22,24.5,32.5,6.7,6.9,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-06-29,8:23:00,2017-06-29 8:23,24,32.5,6.7,6.9,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-06-29,9:42:00,2017-06-29 9:42,24.5,33,6.7,6.9,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2017-06-29,8:30:00,2017-06-29 8:30,24,33,6.7,6.9,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2017-06-29,8:12:00,2017-06-29 8:12,24,32.5,6.7,6.9,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2017-06-29,7:55:00,2017-06-29 7:55,23.5,33,6.7,6.9,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2017-06-29,7:27:00,2017-06-29 7:27,23.5,34,6.7,6.9,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-06-29,7:07:00,2017-06-29 7:07,23.5,33,6.7,6.9,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2017-06-29,9:27:00,2017-06-29 9:27,24.5,33,6.7,6.9,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2017-06-29,8:55:00,2017-06-29 8:55,24,33,6.7,6.9,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-07-06,9:33:00,2017-07-06 9:33,26,32.5,6.74,6.33,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-07-06,7:49:00,2017-07-06 7:49,26,32,6.74,6.33,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2017-07-06,9:10:00,2017-07-06 9:10,26,33,6.74,6.33,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2017-07-06,9:35:00,2017-07-06 9:35,26,32,6.74,6.33,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2017-07-06,9:48:00,2017-07-06 9:48,26,32.5,6.74,6.33,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2017-07-06,10:03:00,2017-07-06 10:03,26.5,32.5,6.74,6.33,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-07-06,10:25:00,2017-07-06 10:25,26.5,33,6.74,6.33,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2017-07-06,7:06:00,2017-07-06 7:06,26,32,6.74,6.33,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2017-07-06,7:29:00,2017-07-06 7:29,26,32,6.74,6.33,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2017-07-06,8:03:00,2017-07-06 8:03,26,32,6.74,6.33,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2017-07-06,8:40:00,2017-07-06 8:40,26,31,6.74,6.33,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2017-07-06,9:00:00,2017-07-06 9:00,26,32.5,6.74,6.33,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-07-13,10:12:00,2017-07-13 10:12,27,32.5,6.74,6.33,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-07-13,8:32:00,2017-07-13 8:32,28,34,6.74,6.33,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2017-07-13,10:03:00,2017-07-13 10:03,26,32,6.74,6.33,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2017-07-13,10:17:00,2017-07-13 10:17,27,33,6.74,6.33,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2017-07-13,10:25:00,2017-07-13 10:25,27,32,6.74,6.33,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2017-07-13,10:45:00,2017-07-13 10:45,27,32,6.74,6.33,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-07-13,10:55:00,2017-07-13 10:55,27.5,32,6.74,6.33,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2017-07-13,7:45:00,2017-07-13 7:45,26,32,6.74,6.33,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2017-07-13,7:58:00,2017-07-13 7:58,26.5,32,6.74,6.33,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2017-07-13,9:00:00,2017-07-13 9:00,26,32,6.74,6.33,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2017-07-13,9:32:00,2017-07-13 9:32,26,32,6.74,6.33,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2017-07-13,9:49:00,2017-07-13 9:49,26.5,33,6.74,6.33,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-07-20,9:34:00,2017-07-20 9:34,27.5,32.5,6.74,6.33,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-07-20,7:59:00,2017-07-20 7:59,27,32,6.74,6.33,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2017-07-20,9:24:00,2017-07-20 9:24,27.5,32,6.74,6.33,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2017-07-20,9:43:00,2017-07-20 9:43,27.5,32,6.74,6.33,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2017-07-20,9:59:00,2017-07-20 9:59,28,33,6.74,6.33,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2017-07-20,10:27:00,2017-07-20 10:27,28,34,6.74,6.33,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-07-20,10:49:00,2017-07-20 10:49,28,33,6.74,6.33,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2017-07-20,7:06:00,2017-07-20 7:06,27,32.5,6.74,6.33,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2017-07-20,7:23:00,2017-07-20 7:23,27,33,6.74,6.33,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2017-07-20,8:26:00,2017-07-20 8:26,27,32,6.74,6.33,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2017-07-20,8:46:00,2017-07-20 8:46,27,32,6.74,6.33,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2017-07-20,9:04:00,2017-07-20 9:04,27,32.5,6.74,6.33,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-07-27,10:05:00,2017-07-27 10:05,29,32,6.74,6.33,98,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-07-27,7:57:00,2017-07-27 7:57,28,32,6.74,6.33,663,0
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2017-07-27,9:49:00,2017-07-27 9:49,29,32,6.74,6.33,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2017-07-27,10:10:00,2017-07-27 10:10,29,34,6.74,6.33,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2017-07-27,10:24:00,2017-07-27 10:24,28,32,6.74,6.33,41,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2017-07-27,10:35:00,2017-07-27 10:35,28,32,6.74,6.33,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-07-27,11:00:00,2017-07-27 11:00,28,32,6.74,6.33,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2017-07-27,7:23:00,2017-07-27 7:23,27,32,6.74,6.33,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2017-07-27,7:36:00,2017-07-27 7:36,27,34,6.74,6.33,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2017-07-27,8:10:00,2017-07-27 8:10,27,32,6.74,6.33,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2017-07-27,8:40:00,2017-07-27 8:40,28,32,6.74,6.33,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2017-07-27,9:17:00,2017-07-27 9:17,29,33,6.74,6.33,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-08-03,10:27:00,2017-08-03 10:27,34,32,6.82,6.09,1246,0
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-08-03,8:45:00,2017-08-03 8:45,33,31,6.82,6.09,1246,0
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2017-08-03,10:18:00,2017-08-03 10:18,34,33,6.82,6.09,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2017-08-03,10:33:00,2017-08-03 10:33,34,33,6.82,6.09,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2017-08-03,10:35:00,2017-08-03 10:35,34,32,6.82,6.09,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2017-08-03,10:51:00,2017-08-03 10:51,34,31,6.82,6.09,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-08-03,11:02:00,2017-08-03 11:02,34,33,6.82,6.09,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2017-08-03,8:09:00,2017-08-03 8:09,33,33,6.82,6.09,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2017-08-03,8:25:00,2017-08-03 8:25,33,32,6.82,6.09,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2017-08-03,9:06:00,2017-08-03 9:06,33,32,6.82,6.09,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2017-08-03,9:30:00,2017-08-03 9:30,33,33,6.82,6.09,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2017-08-03,10:10:00,2017-08-03 10:10,34,32,6.82,6.09,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-08-10,9:23:00,2017-08-10 9:23,33,33,6.82,6.09,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-08-10,7:58:00,2017-08-10 7:58,33,32,6.82,6.09,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2017-08-10,9:10:00,2017-08-10 9:10,33,32,6.82,6.09,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2017-08-10,9:31:00,2017-08-10 9:31,33,33,6.82,6.09,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2017-08-10,9:44:00,2017-08-10 9:44,33,33,6.82,6.09,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2017-08-10,10:05:00,2017-08-10 10:05,34,34,6.82,6.09,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-08-10,10:30:00,2017-08-10 10:30,34,32,6.82,6.09,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2017-08-10,7:25:00,2017-08-10 7:25,33,32,6.82,6.09,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2017-08-10,7:39:00,2017-08-10 7:39,33,33,6.82,6.09,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2017-08-10,8:19:00,2017-08-10 8:19,33,33,6.82,6.09,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2017-08-10,8:36:00,2017-08-10 8:36,33,32,6.82,6.09,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2017-08-10,8:59:00,2017-08-10 8:59,33,32,6.82,6.09,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2017-08-17,9:34:00,2017-08-17 9:34,34,33.5,6.82,6.09,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2017-08-17,7:43:00,2017-08-17 7:43,34,33,6.82,6.09,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2017-08-17,9:24:00,2017-08-17 9:24,34,32.5,6.82,6.09,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2017-08-17,9:40:00,2017-08-17 9:40,34,33,6.82,6.09,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2017-08-17,9:57:00,2017-08-17 9:57,34,32,6.82,6.09,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2017-08-17,10:12:00,2017-08-17 10:12,34,33.5,6.82,6.09,1354,0
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2017-08-17,10:33:00,2017-08-17 10:33,34,34,6.82,6.09,449,0
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2017-08-17,6:58:00,2017-08-17 6:58,34,32,6.82,6.09,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2017-08-17,7:15:00,2017-08-17 7:15,34,32,6.82,6.09,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2017-08-17,7:55:00,2017-08-17 7:55,34,33,6.82,6.09,0.99,1
